year,quarter,region,market_final,channel,viewability_percentage,unsafe_percentage,total_fraud_precentage
2020,Q3,Eastern Europe,Poland,Mobile in app,54.00%,6.50%,1.20%
2020,Q3,Eastern Europe,Poland,Video,76.00%,9.70%,2.60%
2020,Q3,Eastern Europe,Romania,Display,51.00%,13.50%,1.90%
2020,Q3,Eastern Europe,Romania,Mobile in app,62.00%,6.50%,1.20%
2020,Q3,Eastern Europe,Romania,Video,69.00%,9.70%,6.50%
2020,Q3,Eastern Europe,Russia,Display,58.00%,6.60%,2.30%
2020,Q3,Eastern Europe,Russia,Mobile in app,73.00%,1.00%,1.40%
2020,Q3,Eastern Europe,Russia,Video,86.00%,10.20%,2.80%
2020,Q3,Eastern Europe,Ukraine,Display,60.00%,13.50%,3.60%
2020,Q3,Eastern Europe,Ukraine,Mobile in app,72.00%,6.50%,1.40%
2020,Q3,Eastern Europe,Ukraine,Video,85.00%,9.70%,3.70%
2020,Q3,LATAM,Argentina,Display,63.00%,7.30%,1.50%
2020,Q3,LATAM,Argentina,Mobile in app,66.00%,4.80%,1.00%
2020,Q3,LATAM,Argentina,Video,79.00%,6.10%,2.10%
2020,Q3,LATAM,Brazil,Display,66.00%,7.90%,2.70%
2020,Q3,LATAM,Brazil,Mobile in app,65.00%,1.20%,0.70%
2020,Q3,LATAM,Brazil,Video,81.00%,4.20%,2.90%
2020,Q3,LATAM,Chile,Display,66.00%,7.30%,2.70%
2020,Q3,LATAM,Chile,Mobile in app,67.00%,4.80%,1.20%
2020,Q3,LATAM,Chile,Video,77.00%,6.10%,2.20%
2020,Q3,LATAM,Colombia,Display,60.00%,7.30%,1.80%
2020,Q3,LATAM,Colombia,Mobile in app,64.00%,4.80%,2.30%
2020,Q3,LATAM,Colombia,Video,82.00%,6.10%,2.50%
2020,Q3,LATAM,Dominican Republic,Display,56.00%,7.30%,1.50%
2020,Q3,LATAM,Dominican Republic,Mobile in app,65.00%,4.80%,0.70%
2020,Q3,LATAM,Dominican Republic,Video,69.00%,6.10%,3.60%
2020,Q3,LATAM,Mexico,Display,61.00%,8.20%,2.70%
2020,Q3,LATAM,Mexico,Mobile in app,64.00%,5.60%,1.30%
2020,Q3,LATAM,Mexico,Video,73.00%,7.10%,1.80%
2020,Q3,LATAM,Peru,Display,60.00%,7.30%,1.50%
2020,Q3,LATAM,Peru,Mobile in app,73.00%,4.80%,2.40%
2020,Q3,LATAM,Peru,Video,82.00%,6.10%,1.40%
2020,Q3,LATAM,Puerto Rico,Display,56.00%,7.30%,2.40%
2020,Q3,LATAM,Puerto Rico,Mobile in app,79.00%,4.80%,1.90%
2020,Q3,LATAM,Puerto Rico,Video,71.00%,6.10%,0.30%
2020,Q3,Middle East,Afghanistan,Display,53.00%,6.40%,3.70%
2020,Q3,Middle East,Afghanistan,Mobile in app,64.00%,2.70%,2.60%
2020,Q3,Middle East,Afghanistan,Video,75.00%,9.40%,2.70%
2020,Q3,Middle East,Egypt,Display,52.00%,6.40%,6.10%
2020,Q3,Middle East,Egypt,Mobile in app,55.00%,2.70%,0.60%
2020,Q3,Middle East,Egypt,Video,75.00%,9.40%,4.00%
2020,Q3,Middle East,Jordan,Display,57.00%,6.40%,3.40%
2020,Q3,Middle East,Jordan,Mobile in app,54.00%,2.70%,0.30%
2020,Q3,Middle East,Jordan,Video,58.00%,9.40%,0.30%
2020,Q3,Middle East,Israel,Display,58.00%,6.40%,4.40%
2020,Q3,Middle East,Israel,Mobile in app,74.00%,2.70%,1.10%
2020,Q3,Middle East,Israel,Video,76.00%,9.40%,2.10%
2020,Q3,Middle East,Kuwait,Display,62.00%,6.40%,2.30%
2020,Q3,Middle East,Kuwait,Mobile in app,55.00%,2.70%,0.50%
2020,Q3,Middle East,Kuwait,Video,82.00%,9.40%,1.00%
2020,Q3,Middle East,Lebanon,Display,66.00%,6.40%,3.30%
2020,Q3,Middle East,Lebanon,Mobile in app,58.00%,2.70%,1.00%
2020,Q3,Middle East,Lebanon,Video,82.00%,9.40%,1.10%
2020,Q3,Middle East,Saudi Arabia,Display,60.00%,6.40%,2.40%
2020,Q3,Middle East,Saudi Arabia,Mobile in app,55.00%,2.70%,1.50%
2020,Q3,Middle East,Saudi Arabia,Video,74.00%,9.40%,0.80%
2020,Q3,Middle East,Turkey,Display,68.00%,6.40%,3.00%
2020,Q3,Middle East,Turkey,Mobile in app,67.00%,2.70%,1.80%
2020,Q3,Middle East,Turkey,Video,80.00%,9.40%,2.80%
2020,Q3,Middle East,United Arab Emirates,Display,60.00%,6.40%,2.40%
2020,Q3,Middle East,United Arab Emirates,Mobile in app,60.00%,2.70%,0.70%
2020,Q3,Middle East,United Arab Emirates,Video,67.00%,9.40%,2.50%
2020,Q3,NA,Canada,Display,63.00%,4.40%,2.60%
2020,Q3,NA,Canada,Mobile in app,65.00%,3.60%,0.90%
2020,Q3,NA,Canada,Video,75.00%,7.40%,1.80%
2020,Q3,NA,US,Display,61.00%,4.90%,2.50%
2020,Q3,NA,US,Mobile in app,72.00%,2.80%,1.80%
2020,Q3,NA,US,Video,68.00%,5.70%,3.10%
2020,Q3,Western Europe,Austria,Display,62.00%,4.90%,2.20%
2020,Q3,Western Europe,Austria,Mobile in app,66.00%,6.90%,2.10%
2020,Q3,Western Europe,Austria,Video,71.00%,8.80%,2.80%
2020,Q3,Western Europe,Belgium,Display,65.00%,4.90%,2.60%
2020,Q3,Western Europe,Belgium,Mobile in app,51.00%,6.90%,0.90%
2020,Q3,Western Europe,Belgium,Video,70.00%,8.80%,1.00%
2020,Q3,Western Europe,Denmark,Display,63.00%,4.90%,2.50%
2020,Q3,Western Europe,Denmark,Mobile in app,52.00%,6.90%,5.80%
2020,Q3,Western Europe,Denmark,Video,47.00%,8.80%,9.30%
2020,Q3,Western Europe,Finland,Display,60.00%,4.90%,6.30%
2020,Q3,Western Europe,Finland,Mobile in app,63.00%,6.90%,3.40%
2020,Q3,Western Europe,Finland,Video,58.00%,8.80%,1.70%
2020,Q3,Western Europe,France,Display,61.00%,4.40%,4.60%
2020,Q3,Western Europe,France,Mobile in app,59.00%,0.60%,3.90%
2020,Q3,Western Europe,France,Video,71.00%,5.90%,5.00%
2020,Q3,Western Europe,Germany,Display,61.00%,3.10%,2.80%
2020,Q3,Western Europe,Germany,Mobile in app,60.00%,3.10%,1.10%
2020,Q3,Western Europe,Germany,Video,72.00%,4.50%,2.40%
2020,Q3,Western Europe,Ireland,Display,63.00%,4.90%,7.30%
2020,Q3,Western Europe,Ireland,Mobile in app,50.00%,6.90%,13.20%
2020,Q3,Western Europe,Ireland,Video,58.00%,8.80%,4.80%
2020,Q3,Western Europe,Italy,Display,58.00%,5.50%,1.70%
2020,Q3,Western Europe,Italy,Mobile in app,57.00%,13.10%,3.80%
2020,Q3,Western Europe,Italy,Video,83.00%,10.60%,2.00%
2020,Q3,Western Europe,Netherlands,Display,60.00%,4.20%,4.10%
2020,Q3,Western Europe,Netherlands,Mobile in app,53.00%,5.00%,9.40%
2020,Q3,Western Europe,Netherlands,Video,70.00%,7.70%,2.00%
2020,Q3,Western Europe,Norway,Display,61.00%,4.90%,8.10%
2020,Q3,Western Europe,Norway,Mobile in app,58.00%,6.90%,0.90%
2020,Q3,Western Europe,Norway,Video,65.00%,8.80%,1.50%
2020,Q3,Western Europe,Portugal,Display,64.00%,4.90%,2.80%
2020,Q3,Western Europe,Portugal,Mobile in app,65.00%,6.90%,3.60%
2020,Q3,Western Europe,Portugal,Video,83.00%,8.80%,1.70%
2020,Q3,Western Europe,Spain,Display,57.00%,3.50%,1.80%
2020,Q3,Western Europe,Spain,Mobile in app,60.00%,7.40%,0.60%
2020,Q3,Western Europe,Spain,Video,81.00%,6.00%,2.00%
2020,Q3,Western Europe,Sweden,Display,59.00%,1.60%,3.60%
2020,Q3,Western Europe,Sweden,Mobile in app,53.00%,0.40%,1.20%
2020,Q3,Western Europe,Sweden,Video,62.00%,6.50%,2.90%
2020,Q3,Western Europe,Switzerland,Display,62.00%,4.90%,3.30%
2020,Q3,Western Europe,Switzerland,Mobile in app,61.00%,6.90%,1.20%
2020,Q3,Western Europe,Switzerland,Video,60.00%,8.80%,2.00%
2020,Q3,Western Europe,UK,Display,62.00%,6.50%,1.80%
2020,Q3,Western Europe,UK,Mobile in app,66.00%,8.20%,1.50%
2020,Q3,Western Europe,UK,Video,68.00%,14.90%,1.20%
